,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE
3781,DeKalb County,71130,35074,36056,32402,33334,784,762,727,770,118,144,272,239,771,807,5150,4903
3933,Elmore County,81468,39554,41914,29801,31898,8635,8746,194,171,238,352,44,49,642,698,1141,1152
4085,Escambia County,37789,19370,18419,11750,11661,6560,5706,651,656,44,66,14,6,351,324,452,340
4237,Etowah County,103057,49751,53306,40552,42940,7482,8686,347,275,439,406,163,132,768,867,2057,1771
4389,Fayette County,16759,8284,8475,7160,7258,969,1061,39,36,16,27,0,1,100,92,155,114
4541,Franklin County,31696,15848,15848,14345,14627,894,695,265,197,54,60,26,52,264,217,2907,2285
4693,Geneva County,26777,13191,13586,11529,11775,1239,1343,137,133,44,67,12,5,230,263,563,476
4845,Greene County,8479,4024,4455,799,776,3181,3624,11,11,9,9,0,0,24,35,38,48
4997,Hale County,15068,7092,7976,3039,3160,3980,4722,14,15,12,24,1,0,46,55,106,70
5149,Henry County,17221,8327,8894,5959,6202,2154,2504,37,24,58,68,2,1,117,95,241,215
5301,Houston County,104173,49860,54313,35370,37525,12847,14920,254,287,403,559,34,44,952,978,1839,1684
5453,Jackson County,52419,25790,26629,23551,24358,957,945,411,441,128,149,35,27,708,709,807,721
5605,Jefferson County,660367,311844,348523,172166,182793,129536,154766,1107,1093,5196,5622,173,178,3666,4071,13392,11648
5757,Lamar County,13886,6800,7086,5976,6129,708,824,10,17,4,8,1,1,101,107,113,85
5909,Lauderdale County,92596,44388,48208,38662,41671,4386,5210,212,207,394,396,31,24,703,700,1216,1111
6061,Lawrence County,33115,16127,16988,12621,13284,1766,1935,954,973,35,47,5,2,746,747,385,350
6213,Lee County,156993,77178,79815,55648,55317,17160,20218,398,294,2673,2668,81,67,1218,1251,3385,2660
6365,Limestone County,91663,46075,45588,37485,37482,6501,5917,366,367,606,767,91,87,1026,968,2956,2597
6517,Lowndes County,10458,4961,5497,1374,1361,3516,4055,16,14,12,20,4,0,39,47,70,71
6669,Macon County,19105,8773,10332,1631,1627,6949,8507,17,21,42,23,2,2,132,152,172,132
6821,Madison County,353089,172295,180794,121534,122496,40728,46615,1484,1485,4085,5311,220,186,4244,4701,8894,8022
6973,Marengo County,20028,9403,10625,4605,4888,4626,5580,31,22,25,36,21,15,95,84,263,246
7125,Marion County,30168,14985,15183,13903,14362,783,526,57,56,36,53,8,11,198,175,430,330
7277,Marshall County,94725,46569,48156,43317,45179,1463,1215,549,463,295,442,124,97,821,760,6791,5540
7429,Mobile County,415395,198416,216979,121179,127284,67575,79897,1936,2078,4292,4307,145,124,3289,3289,6045,5467
7581,Monroe County,21673,10264,11409,5853,6207,4061,4813,139,148,47,49,7,4,157,188,131,132
7733,Montgomery County,226519,107326,119193,42900,44255,59443,69616,347,381,3099,3188,143,96,1394,1657,4090,3624
7885,Morgan County,119565,58899,60666,49247,50380,7297,7875,689,604,385,544,74,68,1207,1195,5165,4358
8037,Perry County,9652,4522,5130,1508,1518,2954,3541,13,7,27,22,3,2,17,40,73,66
8189,Pickens County,20864,10419,10445,6314,5833,3899,4447,31,20,34,31,42,25,99,89,718,307
8341,Pike County,33046,15851,17195,9486,9777,5509,6723,118,113,446,292,19,18,273,272,373,359
8493,Randolph County,22696,11027,11669,8661,8950,2103,2445,47,55,34,51,8,8,174,160,350,341
8645,Russell County,59660,29038,30622,15387,15644,12455,13637,171,161,195,335,88,77,742,768,1637,1516
8797,St. Clair County,87074,43450,43624,37848,38581,4540,3853,180,156,295,438,33,27,554,569,1071,968
8949,Shelby County,208713,101483,107230,85223,89195,12238,13825,412,366,2136,2389,49,50,1425,1405,6507,5619
9101,Sumter County,13103,5920,7183,1603,1798,4202,5254,5,12,80,83,1,2,29,34,79,64
9253,Talladega County,80862,39163,41699,25705,26769,12400,13932,182,140,282,241,8,11,586,606,1139,704
9405,Tallapoosa County,40844,19897,20947,14214,14594,5251,5913,76,84,96,112,9,6,251,238,546,417
9557,Tuscaloosa County,203976,98207,105769,65984,67822,29168,34847,369,319,1481,1515,68,71,1137,1195,3640,3126
9709,Walker County,65294,31755,33539,28930,30580,2006,2153,173,151,157,172,44,22,445,461,882,693
9861,Washington County,16804,8160,8644,5472,5571,1928,2152,614,716,49,53,9,8,88,144,117,114
10013,Wilcox County,11059,5274,5785,1536,1599,3677,4136,11,13,9,5,2,1,39,31,57,55
10165,Winston County,23877,11732,12145,11261,11696,139,124,99,101,23,49,29,17,181,158,369,321
10317,Aleutians East Borough,3341,2311,1030,599,203,328,24,345,312,959,436,12,12,68,43,379,95
10469,Aleutians West Census Area,5702,3838,1864,1524,588,390,41,390,312,1289,776,104,32,141,115,605,221
10621,Anchorage Municipality,298695,153653,145042,102882,92749,10258,8374,11835,13051,13262,15305,3584,3688,11832,11875,14219,13042
10773,Bethel Census Area,17946,9284,8662,1162,1007,69,90,7509,7129,104,87,15,30,425,319,165,196
10925,Bristol Bay Borough,892,492,400,243,171,0,1,163,142,3,7,0,4,83,75,29,17
11077,Denali Borough,1919,1034,885,915,739,22,9,43,39,9,43,0,1,45,54,27,49
11229,Dillingham Census Area,4997,2549,2448,488,441,19,13,1784,1736,22,32,7,1,229,225,85,80
11381,Fairbanks North Star Borough,99631,54176,45455,42295,34362,3436,2256,3566,3646,1452,1737,262,327,3165,3127,4479,3517
11533,Haines Borough,2534,1232,1302,996,974,13,5,132,132,4,25,1,1,86,165,42,35
11685,Hoonah-Angoon Census Area,2133,1124,1009,551,499,11,5,432,379,20,11,1,1,109,114,47,64
11837,Juneau City and Borough,32756,16727,16029,11817,10993,283,197,1949,1958,928,1198,220,169,1530,1514,1081,1034
11989,Kenai Peninsula Borough,58059,30569,27490,25749,23070,304,166,2319,2057,323,491,106,71,1768,1635,1271,1144
12141,Ketchikan Gateway Borough,13709,7128,6581,4921,4399,78,51,930,938,545,568,19,17,635,608,375,313
12293,Kodiak Island Borough,13889,7532,6357,4389,3556,137,66,912,873,1487,1374,86,58,521,430,719,556
12445,Kusilvak Census Area,8119,4263,3856,220,224,17,3,3900,3520,10,12,0,0,116,97,55,46
12597,Lake and Peninsula Borough,1563,836,727,225,170,9,9,514,462,10,3,3,2,75,81,25,18
12749,Matanuska-Susitna Borough,101095,53300,47795,44641,39699,870,516,3553,3123,576,944,211,158,3449,3355,2575,2318
12901,Nome Census Area,9846,5194,4652,929,761,39,28,3833,3504,64,59,6,9,323,291,123,106
13053,North Slope Borough,9687,6057,3630,2603,697,98,44,2620,2388,345,226,104,62,287,213,233,161
13205,Northwest Arctic Borough,7752,4192,3560,615,407,38,56,3214,2871,34,36,12,6,279,184,108,76
13357,Petersburg Borough,3177,1675,1502,1308,1134,53,19,154,159,46,54,13,5,101,131,104,76
13509,Prince of Wales-Hyder Census Area,6341,3487,2854,1694,1312,17,10,1429,1244,18,24,13,13,316,251,135,93
13661,Sitka City and Borough,8863,4565,4298,3088,2829,46,49,719,695,288,326,16,15,408,384,292,299
13813,Skagway Municipality,1057,556,501,494,442,1,3,29,29,8,4,1,1,23,22,34,15
13965,Southeast Fairbanks Census Area,6839,3833,3006,3086,2348,72,33,418,367,58,68,21,17,178,173,216,163
14117,Valdez-Cordova Census Area,9362,4912,4450,3684,3250,61,29,620,620,171,221,42,35,334,295,226,229
14269,Wrangell City and Borough,2382,1217,1165,879,800,5,6,198,203,16,29,0,1,119,126,19,30
14421,Yakutat City and Borough,613,346,267,144,100,16,2,111,110,18,8,5,5,52,42,18,12
14573,Yukon-Koyukuk Census Area,5533,2943,2590,727,570,18,12,2027,1868,5,13,6,1,160,126,67,68
14725,Apache County,71474,35321,36153,8598,8057,369,339,25534,26974,122,146,29,14,669,623,2500,2125
14877,Cochise County,126427,64350,62077,56386,54638,3422,2533,1212,1019,1105,1660,239,265,1986,1962,21920,21911
15029,Coconino County,139097,68731,70366,46124,46235,1188,1159,18222,19397,1140,1468,102,176,1955,1931,9699,9672
15181,Gila County,53159,26350,26809,21120,21291,273,232,4339,4567,157,256,41,22,420,441,5015,4937
15333,Graham County,37666,20143,17523,16404,14246,588,207,2615,2600,140,106,42,42,354,322,6999,5349
15485,Greenlee County,9529,4940,4589,4472,4201,113,72,170,174,45,35,7,3,133,104,2246,2206
15637,La Paz County,20152,10323,9829,8061,7437,131,126,1748,1861,89,107,14,7,280,291,2826,2446
15789,Maricopa County,4167947,2059860,2108087,1730649,1769324,124261,121032,56741,59887,83635,92256,5938,5626,58636,59962,636611,633279
15941,Mohave County,204737,103017,101720,94668,93434,1706,1091,3008,3058,989,1532,226,227,2420,2378,17396,15714
16093,Navajo County,108277,54272,54005,28312,26540,889,527,23628,25304,297,486,63,61,1083,1087,6667,5486
16245,Pima County,1010025,496438,513587,422268,439621,22518,19191,21398,21957,14630,17262,1220,1152,14404,14404,179633,187742
16397,Pinal County,406584,211982,194602,174428,163412,11217,9121,15373,12090,3836,3945,1361,412,5767,5622,64322,54679
16549,Santa Cruz County,46461,22266,24195,21339,23269,232,209,319,300,153,202,23,32,200,183,18203,20234
16701,Yavapai County,222255,108507,113748,101461,106147,1160,969,2422,2475,945,1477,159,164,2360,2516,16346,15677
16853,Yuma County,204275,104990,99285,95211,91063,3519,2073,2462,2114,1480,1761,266,233,2052,2041,64014,62556
17005,Arkansas County,18433,8918,9515,6581,6816,2103,2385,32,40,77,101,2,2,123,171,334,222
17157,Ashley County,20838,10040,10798,7365,7625,2414,2889,79,82,24,29,10,5,148,168,590,514
17309,Baxter County,41053,19803,21250,19134,20595,99,67,148,134,88,142,11,11,323,301,418,418
17461,Benton County,249672,123630,126042,110159,113384,2741,2301,2282,2447,4864,4377,588,507,2996,3026,21012,19822
17613,Boone County,37222,18323,18899,17618,18170,95,93,144,155,77,140,14,17,375,324,424,460
17765,Bradley County,11094,5416,5678,3755,3823,1437,1650,95,92,22,29,3,1,104,83,907,706
17917,Calhoun County,5229,2637,2592,2031,1920,542,605,19,9,5,7,1,0,39,51,108,80
18069,Carroll County,27704,13623,14081,12813,13284,128,118,165,183,125,132,101,102,291,262,2118,1991
18221,Chicot County,11027,5416,5611,2462,2385,2853,3104,26,30,30,32,1,3,44,57,334,276
18373,Clark County,22633,10835,11798,8034,8548,2492,2916,72,75,78,90,5,6,154,163,501,502
18525,Clay County,15109,7401,7708,7204,7491,58,51,27,39,19,17,1,2,92,108,157,138
18677,Cleburne County,25467,12549,12918,12136,12527,86,51,103,93,25,63,6,3,193,181,348,299
18829,Cleveland County,8311,4084,4227,3526,3667,468,482,19,17,2,8,3,1,66,52,86,95
18981,Columbia County,24114,11606,12508,7208,7478,4021,4659,83,47,128,141,4,5,162,178,417,284
19133,Conway County,21019,10282,10737,8737,9120,1162,1235,102,75,61,58,3,3,217,246,469,420
19285,Craighead County,104354,50714,53640,41718,43512,7268,8220,239,358,610,646,27,31,852,873,2697,2374
19437,Crawford County,61703,30385,31318,27791,28562,564,464,708,799,473,548,16,16,833,929,2147,2080
19589,Crittenden County,48963,23224,25739,10976,11329,11697,13778,83,98,157,194,7,10,304,330,614,538
19741,Cross County,17284,8387,8897,6306,6625,1894,2075,34,30,43,47,1,3,109,117,175,151
19893,Dallas County,7604,3684,3920,2122,2167,1485,1648,13,23,8,10,1,0,55,72,136,93
20045,Desha County,11965,5605,6360,2866,3118,2603,3116,25,27,30,24,8,10,73,65,307,290
20197,Drew County,18778,9225,9553,6380,6577,2554,2753,33,50,135,69,3,3,120,101,283,292
20349,Faulkner County,121552,59518,62034,50380,52053,6704,7344,403,438,735,806,54,51,1242,1342,2665,2337
20501,Franklin County,17702,8758,8944,8346,8479,94,75,106,133,84,93,16,11,112,153,291,242
20653,Fulton County,12204,6078,6126,5875,5935,35,42,47,36,10,26,4,0,107,87,92,63
20805,Garland County,97177,46838,50339,40814,43991,4139,4350,351,364,360,498,37,29,1137,1107,2666,2550
20957,Grant County,18102,8970,9132,8481,8633,282,272,59,33,24,43,8,4,116,147,257,233
21109,Greene County,44196,21726,22470,20904,21688,305,261,115,112,78,85,4,9,320,315,625,615
21261,Hempstead County,22084,10670,11414,7261,7447,3027,3573,72,79,59,81,14,19,237,215,1430,1365
21413,Hot Spring County,33426,17462,15964,14763,13790,2177,1686,112,100,59,77,9,10,342,301,612,496
21565,Howard County,13300,6490,6810,4909,5102,1359,1492,71,73,49,36,9,9,93,98,741,745
21717,Independence County,37052,18041,19011,17032,17939,427,419,122,122,132,173,49,39,279,319,1146,1046
21869,Izard County,13445,7047,6398,6620,6178,232,22,79,72,18,32,0,2,98,92,172,94
22021,Jackson County,17338,8607,8731,6802,6950,1576,1501,66,60,27,46,11,12,125,162,297,233
22173,Jefferson County,71565,35296,36269,15207,14609,19038,20622,170,154,332,351,33,44,516,489,780,677
22325,Johnson County,26141,13015,13126,12064,12296,321,254,168,147,146,179,16,16,300,234,1934,1755
22477,Lafayette County,6996,3389,3607,2131,2169,1206,1365,11,20,12,21,0,0,29,32,90,67
22629,Lawrence County,16779,8284,8495,8022,8260,86,80,45,38,23,19,2,2,106,96,127,96
22781,Lee County,9650,5386,4264,2484,1723,2779,2399,34,28,27,22,2,0,60,92,134,119
22933,Lincoln County,13820,8471,5349,5331,4017,2991,1191,35,34,33,11,2,0,79,96,322,177
23085,Little River County,12472,6098,6374,4657,4762,1178,1319,113,117,19,27,5,2,126,147,198,213
23237,Logan County,21714,10779,10935,10041,10259,187,149,126,139,235,186,3,2,187,200,303,289
23389,Lonoke County,71645,35375,36270,32116,32492,2060,2353,268,269,247,462,40,19,644,675,1627,1363
23541,Madison County,15767,7891,7876,7501,7455,31,36,148,129,58,69,31,34,122,153,457,377
23693,Marion County,16185,8007,8178,7712,7862,41,45,70,89,10,43,5,5,169,134,191,204
23845,Miller County,43908,21632,22276,15676,15694,5258,5814,182,184,121,147,10,14,385,423,749,657
23997,Mississippi County,43738,21248,22490,13587,13706,7122,8260,114,92,117,120,8,13,300,299,886,858
24149,Monroe County,7399,3487,3912,1977,2218,1385,1581,29,26,28,23,0,0,68,64,100,77
24301,Montgomery County,8970,4475,4495,4259,4255,30,26,63,58,25,35,1,2,97,119,170,187
24453,Nevada County,8558,4204,4354,2828,2877,1257,1375,26,11,13,18,5,1,75,72,142,146
24605,Newton County,7913,3994,3919,3821,3735,13,12,55,63,5,20,1,0,99,89,70,72
24757,Ouachita County,24358,11591,12767,6773,7077,4470,5368,59,51,66,53,6,8,217,210,301,233
24909,Perry County,10189,5075,5114,4791,4862,119,99,49,40,7,15,1,1,108,97,165,123
25061,Phillips County,19513,9196,10317,3520,3609,5455,6508,47,33,51,39,1,1,122,127,178,163
25213,Pike County,10824,5376,5448,4982,5083,200,189,75,51,30,41,0,7,89,77,364,332
25365,Poinsett County,24040,11682,12358,10466,11060,977,1032,42,37,21,36,5,5,171,188,370,303
25517,Polk County,20216,9958,10258,9349,9673,61,51,208,201,62,87,8,1,270,245,714,661
25669,Pope County,63390,31579,31811,28934,29421,1193,954,330,320,366,427,29,31,727,658,2846,2448
25821,Prairie County,8291,4133,4158,3618,3534,450,554,13,22,3,7,5,0,44,41,65,43
25973,Pulaski County,392664,188215,204449,113363,117455,65498,76886,1083,1008,4164,4795,120,92,3987,4213,12878,10683
26125,Randolph County,17469,8592,8877,8323,8605,102,71,46,45,15,34,1,4,105,118,180,146
26277,St. Francis County,26589,14574,12015,6767,4967,7336,6750,150,57,85,61,9,3,227,177,1033,186
26429,Saline County,117460,57597,59863,51809,53636,3966,4175,327,328,640,782,23,44,832,898,2530,2497
26581,Scott County,10513,5354,5159,4898,4669,38,35,124,129,185,206,2,2,107,118,459,354
26733,Searcy County,7869,3957,3912,3773,3735,15,12,59,54,16,11,1,0,93,100,98,71
26885,Sebastian County,127780,62511,65269,51592,53865,4356,4344,1481,1418,2802,3148,176,179,2104,2315,9056,8494
27037,Sevier County,17290,8599,8691,7684,7663,367,420,263,308,43,61,39,29,203,210,2949,2675
27189,Sharp County,16912,8356,8556,7921,8198,68,72,104,79,82,43,1,2,180,162,175,181
27341,Stone County,12456,6173,6283,5934,6086,24,28,60,47,27,26,3,1,125,95,140,113
27493,Union County,40144,19499,20645,12730,13039,6187,6941,108,139,136,188,15,12,323,326,809,703
27645,Van Buren County,16771,8338,8433,8038,8121,45,44,81,69,24,38,2,0,148,161,294,227
27797,Washington County,225477,112801,112676,97861,98495,4371,3616,1699,1732,2997,3188,2939,2577,2934,3068,19127,17751
27949,White County,79161,38618,40543,35334,37361,1959,1808,256,262,312,317,36,28,721,767,1828,1528
28101,Woodruff County,6741,3222,3519,2323,2491,826,945,11,15,9,6,1,5,52,57,64,60
28253,Yell County,21713,10837,10876,10171,10222,229,216,119,115,161,178,9,8,148,137,2136,1969
28405,Alameda County,1638215,803546,834669,421056,419029,91745,102266,9453,8940,231282,252291,7713,8265,42297,43878,187208,182838
28557,Alpine County,1110,584,526,421,379,3,3,134,124,5,8,0,0,21,12,63,39
28709,Amador County,37001,19706,17295,17617,15890,707,98,485,360,251,293,45,46,601,608,3039,1964
28861,Butte County,225411,111544,113867,96146,98740,2308,1783,2761,2826,5321,5235,316,319,4692,4964,18126,17375
29013,Calaveras County,44828,22394,22434,20526,20560,281,165,411,425,303,413,53,50,820,821,2692,2474
29165,Colusa County,21482,11021,10461,10052,9566,157,111,287,265,190,208,64,59,271,252,6602,5964
29317,Contra Costa County,1126745,549789,576956,372330,380432,50636,57486,5713,5565,89380,100257,3242,3467,28488,29749,142816,142210
29469,Del Norte County,27254,14944,12310,11578,9866,894,65,1277,1212,465,508,25,20,705,639,3510,1879
29621,El Dorado County,184452,92340,92112,82867,82358,1070,788,1261,1202,3499,4211,182,193,3461,3360,11939,11694
29773,Fresno County,974861,486390,488471,375829,376351,28663,28418,14496,14530,51535,52990,1354,1289,14513,14893,258785,252016
29925,Glenn County,28017,14117,13900,12672,12485,201,145,418,418,425,443,23,27,378,382,6016,5508
30077,Humboldt County,135727,67757,67970,56647,56807,1132,793,4189,4286,1841,2079,246,209,3702,3796,7704,7398
30229,Imperial County,180191,91864,88327,81247,80324,4474,1747,2268,2382,2083,2163,201,186,1591,1525,74054,74915
30381,Inyo County,18260,9108,9152,7440,7385,116,61,1119,1232,139,166,17,8,277,300,1915,1896
30533,Kern County,882176,452783,429393,374358,354431,29901,25455,11807,11408,22037,23216,1251,1150,13429,13733,239192,221047
30685,Kings County,150965,83345,67620,67013,55693,7513,3395,2455,2132,3208,3582,241,271,2915,2547,44116,36847
30837,Lake County,64591,32203,32388,28212,28348,742,634,1287,1350,399,509,87,84,1476,1463,6560,6124
30989,Lassen County,31345,19778,11567,15465,10103,2506,162,822,513,288,208,138,88,559,493,4367,1508
31141,Los Angeles County,10170292,5010223,5160069,3615682,3616661,437475,488122,76147,72992,713766,809560,18955,19251,148198,153483,2454872,2471789
31293,Madera County,154998,74647,80351,64842,68355,2290,4324,3426,3504,1939,2040,228,223,1922,1905,43822,44062
31445,Marin County,261221,127597,133624,109482,114563,4678,2851,1603,1138,6768,9453,286,367,4780,5252,21963,19928
31597,Mariposa County,17531,8872,8659,7930,7819,127,70,330,270,136,140,18,15,331,345,976,990
31749,Mendocino County,87649,43620,44029,37748,37920,565,354,2765,2739,733,1175,103,109,1706,1732,11249,10255
31901,Merced County,268455,135580,132875,110904,109021,5711,5238,3458,3220,10959,10707,566,461,3982,4228,79608,76502
32053,Modoc County,8965,4527,4438,4004,3927,87,30,207,248,52,61,21,11,156,161,711,656
32205,Mono County,13909,7425,6484,6790,5911,75,44,194,209,108,144,61,12,197,164,2009,1839
32357,Monterey County,433898,220975,212923,182587,175730,9199,5933,5981,5581,13733,16323,1346,1288,8129,8068,129625,121287
32509,Napa County,142456,70688,71768,59932,60502,1853,1527,882,844,5537,6354,235,277,2249,2264,24878,23420
32661,Nevada County,98877,48665,50212,45536,46914,348,242,637,588,645,811,70,82,1429,1575,4797,4441
32813,Orange County,3169776,1565534,1604242,1152683,1161890,34706,32306,17139,16680,301947,334790,6267,6058,52792,52518,546425,542631
32965,Placer County,375391,182831,192560,156717,164428,3611,3103,1947,2036,12570,14818,464,458,7522,7717,25701,25970
33117,Plumas County,18409,9237,9172,8360,8325,111,96,292,301,123,99,15,8,336,343,808,728
33269,Riverside County,2361026,1174453,1186573,946852,947858,83511,83571,22389,22329,76350,86929,5144,5175,40207,40711,567107,563544
33421,Sacramento County,1501335,734368,766967,474105,490784,79699,83423,11590,11741,115700,124936,8878,9624,44396,46459,171425,170024
33573,San Benito County,58792,29517,29275,26071,25848,467,351,889,937,996,1078,124,104,970,957,17463,17048
33725,San Bernardino County,2128133,1059195,1068938,823192,819200,98025,104036,21994,21372,74600,82618,4922,4867,36462,36845,556381,554256
33877,San Diego County,3299521,1659380,1640141,1270381,1239761,98393,85476,22462,21250,186697,212681,9893,9695,71554,71278,546554,555702
34029,San Francisco County,864816,440682,424134,249392,214246,25646,23449,3974,2905,141401,163490,1984,1975,18285,18069,69724,62390
34181,San Joaquin County,726106,361836,364270,246997,245502,29474,29704,7329,7031,56489,60280,2726,2666,18821,19087,150510,145536
34333,San Luis Obispo County,281401,142819,138582,125718,124540,4292,1532,1989,1904,5472,5583,322,277,5026,4746,32658,29858
34485,San Mateo County,765135,376750,388385,237255,236180,11566,10788,3341,3074,101456,114860,5844,6074,17288,17409,96696,95696
34637,Santa Barbara County,444769,222816,221953,190976,190586,6173,4576,4974,4661,12327,13593,602,460,7764,8077,101900,97571
34789,Santa Clara County,1918044,965390,952654,544447,523715,29034,26329,12572,12059,335159,347648,4452,4552,39726,38351,255437,249639
34941,Santa Cruz County,274146,135870,138276,119017,120676,2195,1732,2608,2319,6334,7510,283,243,5433,5796,45922,45378
35093,Shasta County,179533,87965,91568,77464,81028,1125,858,2760,2823,2671,2783,182,175,3763,3901,8582,8701
35245,Sierra County,2967,1501,1466,1400,1397,9,2,39,27,7,9,3,1,43,30,154,142
35397,Siskiyou County,43554,21581,21973,18759,19131,384,257,1019,1048,275,342,78,57,1066,1138,2682,2660
35549,Solano County,436092,216869,219223,133268,130288,32449,31951,2817,2672,31235,37019,2280,2238,14820,15055,57952,55533
35701,Sonoma County,502146,245731,256415,214642,223528,5485,4351,5545,5535,9906,12069,799,1067,9354,9865,68076,64121
35853,Stanislaus County,538388,266316,272072,223620,228114,9060,8764,5329,5076,15453,16949,2442,2551,10412,10618,121545,119471
36005,Sutter County,96463,47883,48580,35191,35909,1252,1144,1090,1138,8057,8098,190,206,2103,2085,14904,14290
36157,Tehama County,63308,31517,31791,28551,28796,362,247,1028,1113,450,474,69,53,1057,1108,7999,7455
36309,Trinity County,13069,6703,6366,5906,5601,53,23,334,312,47,84,14,13,349,333,504,457
36461,Tulare County,459863,230193,229670,203454,202592,5224,4991,6446,6327,8920,9469,531,533,5618,5758,148627,143777
36613,Tuolumne County,53709,27910,25799,25065,23638,911,171,634,582,316,409,60,63,924,936,3720,2599
36765,Ventura County,850536,420808,429728,357464,362452,10170,9119,8148,7612,29828,35005,1213,1171,13985,14369,181255,178907
36917,Yolo County,213016,103521,109495,78372,82061,3255,3098,1741,1938,14204,16223,623,621,5326,5554,33329,33834
37069,Yuba County,74492,37860,36632,29902,28995,1664,1337,1064,1111,2739,2838,181,168,2310,2183,10528,9983
37221,Adams County,491337,247714,243623,214831,211253,9695,8466,5436,5233,9888,10730,552,545,7312,7396,98608,94045
37373,Alamosa County,16496,8278,8218,7198,7266,203,126,435,429,131,132,17,28,294,237,3776,3783
37525,Arapahoe County,631096,311224,319872,242992,248749,35158,34425,3476,3468,16810,20169,842,842,11946,12219,59978,59288
37677,Archuleta County,12352,6218,6134,5767,5675,38,23,206,211,49,70,6,6,152,149,1165,1152
37829,Baca County,3615,1796,1819,1702,1712,18,26,34,30,1,15,0,0,41,36,202,173
37981,Bent County,5830,3810,2020,3129,1882,427,10,122,64,71,18,5,3,56,43,1227,609
38133,Boulder County,319372,160628,158744,145597,143794,2047,1644,1417,1329,7186,7586,166,113,4215,4278,22435,22000
38285,Broomfield County,65065,32339,32726,28750,29020,486,467,324,236,1912,2107,40,41,827,855,4042,4023
38437,Chaffee County,18658,9942,8716,9225,8333,301,40,163,119,74,80,13,7,166,137,1213,729
38589,Cheyenne County,1829,927,902,893,869,5,3,15,9,4,11,1,0,9,10,129,105
38741,Clear Creek County,9303,4831,4472,4564,4233,64,30,65,63,33,68,4,2,101,76,299,262
38893,Conejos County,8130,4051,4079,3736,3759,33,32,146,154,34,21,7,10,95,103,2211,2152
39045,Costilla County,3584,1861,1723,1648,1521,40,36,101,97,26,20,8,9,38,40,1181,1100
39197,Crowley County,5562,3978,1584,3177,1447,550,19,142,48,60,18,1,1,48,51,1290,415
39349,Custer County,4445,2257,2188,2139,2091,44,16,28,20,11,21,0,0,35,40,147,108
39501,Delta County,29979,15021,14958,14187,14272,179,60,224,189,117,140,13,16,301,281,2456,2126
